date,breakouts,gate_pass,gate_block,ev_pass,ev_reject,fills,wins,pnl_pips
2018-01-01,9,8,1,0,0,0,0,0.0
2018-01-02,272,272,0,182,0,164,163,311.9657142857051
2018-01-03,277,277,0,274,3,154,120,197.28999999999672
2018-01-04,288,288,0,288,0,168,168,307.9285714285433
2018-01-05,264,264,0,264,0,168,168,308.43428571427864
2018-01-07,24,24,0,24,0,0,0,0.0
2018-01-08,265,265,0,265,0,145,118,184.51285714283188
2018-01-09,272,269,3,269,0,168,167,462.0428571428505
2018-01-10,287,284,3,284,0,165,165,790.1314285714241
2018-01-11,280,280,0,280,0,160,139,480.39714285716855
2018-01-12,250,250,0,250,0,154,130,565.2899999999846
2018-01-14,24,24,0,24,0,0,0,0.0
2018-01-15,288,288,0,288,0,168,168,438.18000000000126
2018-01-16,279,279,0,279,0,160,126,437.61857142854836
2018-01-17,254,254,0,254,0,135,113,449.53714285713886
2018-01-18,286,286,0,286,0,166,143,612.0157142856814
2018-01-19,264,264,0,264,0,168,168,575.7000000000044
2018-01-21,24,24,0,24,0,0,0,0.0
2018-01-22,284,284,0,284,0,167,157,401.3014285714206
2018-01-23,281,279,2,279,0,168,153,584.7971428571441
2018-01-24,288,285,3,285,0,165,165,939.1457142857234
2018-01-25,288,288,0,288,0,168,139,988.2385714285608
2018-01-26,255,255,0,255,0,160,154,1178.5357142857056
2018-01-28,24,24,0,24,0,0,0,0.0
2018-01-29,253,253,0,253,0,133,118,447.83857142855794
2018-01-30,264,264,0,264,0,168,157,725.7085714285527
2018-01-31,263,262,1,262,0,150,115,666.0799999999851
2018-02-01,288,288,0,288,0,168,167,767.9742857142671
2018-02-02,264,264,0,264,0,168,168,847.9885714285824
2018-02-04,24,24,0,24,0,0,0,0.0
2018-02-05,279,270,9,270,0,150,135,722.2985714285868
2018-02-06,242,242,0,242,0,122,86,550.9200000000163
2018-02-07,255,255,0,254,1,137,97,454.7642857142705
2018-02-08,281,281,0,278,3,161,150,1040.5657142856976
2018-02-09,233,233,0,233,0,137,86,581.8428571428442
2018-02-11,24,24,0,24,0,0,0,0.0
2018-02-12,144,144,0,110,34,16,4,8.445714285716122
2018-02-13,282,282,0,198,84,168,168,804.2314285713956
2018-02-14,288,284,4,284,0,164,160,1005.7571428571486
2018-02-15,283,283,0,283,0,163,158,966.715714285713
2018-02-16,248,248,0,248,0,152,118,497.76142857144094
2018-02-18,24,24,0,24,0,0,0,0.0
2018-02-19,288,288,0,288,0,168,168,320.46857142856027
2018-02-20,288,287,1,287,0,167,167,587.8457142857214
2018-02-21,276,276,0,276,0,168,168,807.4028571428513
2018-02-22,287,287,0,287,0,168,168,772.585714285704
2018-02-23,229,229,0,173,56,77,28,39.91714285715062
2018-02-25,22,22,0,9,13,0,0,0.0
2018-02-26,229,229,0,22,207,2,1,6.751428571428164
2018-02-27,282,282,0,122,160,98,98,529.5342857142786
2018-02-28,288,288,0,288,0,168,161,615.4342857142449
2018-03-01,251,251,0,251,0,131,107,643.1742857142735
2018-03-02,264,264,0,264,0,168,168,948.1628571428635
2018-03-04,24,24,0,24,0,0,0,0.0
2018-03-05,260,260,0,260,0,140,122,369.1071428571419
2018-03-06,277,276,1,272,4,156,109,441.494285714262
2018-03-07,288,288,0,288,0,168,161,693.9714285714174
2018-03-08,227,226,1,223,3,103,67,86.85142857142552
2018-03-09,264,264,0,264,0,168,168,528.651428571412
2018-03-11,36,36,0,36,0,12,12,31.894285714285786
2018-03-12,280,280,0,280,0,168,168,434.7771428571406
2018-03-13,283,273,10,273,0,158,158,646.971428571416
