date,breakouts,gate_pass,gate_block,ev_pass,ev_reject,fills,wins,pnl_pips
2018-01-01,9,8,1,0,0,0,0,0.0
2018-01-02,272,272,0,181,0,164,163,218.84571428571036
2018-01-03,277,277,0,271,6,151,122,131.12285714285434
2018-01-04,288,288,0,288,0,168,168,214.6071428571247
2018-01-05,264,264,0,264,0,168,168,215.02857142855447
2018-01-07,24,24,0,24,0,0,0,0.0
2018-01-08,265,265,0,265,0,145,126,128.23571428568812
2018-01-09,272,269,3,269,0,168,168,344.5357142857091
2018-01-10,287,284,3,284,0,165,165,617.1928571428389
2018-01-11,280,280,0,280,0,160,146,373.57428571428244
2018-01-12,250,250,0,250,0,154,132,437.84285714284437
2018-01-14,24,24,0,24,0,0,0,0.0
2018-01-15,288,288,0,288,0,168,168,323.14999999999543
2018-01-16,279,279,0,279,0,160,134,339.77999999997905
2018-01-17,254,254,0,254,0,135,115,343.8271428571383
2018-01-18,286,286,0,286,0,166,147,477.96285714284323
2018-01-19,264,264,0,264,0,168,168,437.74999999999835
2018-01-21,24,24,0,24,0,0,0,0.0
2018-01-22,284,284,0,284,0,167,161,298.34571428570626
2018-01-23,281,279,2,279,0,168,156,449.70285714284444
2018-01-24,288,285,3,285,0,165,165,741.3714285714335
2018-01-25,288,288,0,288,0,168,145,824.7142857142883
2018-01-26,255,255,0,255,0,160,154,937.1771428571319
2018-01-28,24,24,0,24,0,0,0,0.0
2018-01-29,253,253,0,253,0,133,120,345.0657142857011
2018-01-30,264,264,0,264,0,168,159,571.0999999999985
2018-01-31,263,262,1,262,0,150,124,534.519999999992
2018-02-01,288,288,0,288,0,168,168,599.2571428571323
2018-02-02,264,264,0,264,0,168,168,664.6571428571459
2018-02-04,24,24,0,24,0,0,0,0.0
2018-02-05,279,270,9,270,0,150,138,563.4257142857249
2018-02-06,242,242,0,242,0,122,88,429.8057142857161
2018-02-07,255,255,0,238,17,134,97,333.2285714285604
2018-02-08,281,281,0,112,169,87,86,628.8285714285621
2018-02-09,233,233,0,233,0,137,99,513.3528571428485
2018-02-11,24,24,0,24,0,0,0,0.0
2018-02-12,144,144,0,120,24,24,8,18.110000000004334
2018-02-13,282,282,0,198,84,168,168,628.1928571428252
2018-02-14,288,284,4,284,0,164,162,802.3642857142818
2018-02-15,283,283,0,283,0,163,159,767.3857142857136
2018-02-16,248,248,0,248,0,152,123,387.10000000000093
2018-02-18,24,24,0,24,0,0,0,0.0
2018-02-19,288,288,0,288,0,168,168,225.0571428571348
2018-02-20,288,287,1,287,0,167,167,448.1214285714316
2018-02-21,276,276,0,276,0,168,168,630.8357142857096
2018-02-22,287,287,0,287,0,168,168,601.8214285714193
2018-02-23,229,229,0,228,1,132,80,102.32428571427903
2018-02-25,22,22,0,22,0,0,0,0.0
2018-02-26,229,229,0,229,0,112,92,190.45571428571293
2018-02-27,282,282,0,282,0,162,144,493.33714285712347
2018-02-28,288,288,0,288,0,168,164,480.24999999997675
2018-03-01,251,251,0,251,0,131,109,505.8114285714197
2018-03-02,264,264,0,264,0,168,168,748.1357142857162
2018-03-04,24,24,0,24,0,0,0,0.0
2018-03-05,260,260,0,260,0,140,124,276.89857142856056
2018-03-06,277,276,1,267,9,152,112,335.835714285696
2018-03-07,288,288,0,279,9,168,161,537.70999999999
2018-03-08,227,226,1,213,13,93,62,39.757142857136785
2018-03-09,264,264,0,264,0,168,168,398.5428571428315
2018-03-11,36,36,0,36,0,12,12,23.578571428571138
2018-03-12,280,280,0,280,0,168,168,320.31428571429785
2018-03-13,283,273,10,273,0,158,158,499.6428571428467
2018-03-14,284,284,0,284,0,164,149,418.181428571431
2018-03-15,281,281,0,281,0,161,134,429.63714285712484
2018-03-16,209,209,0,209,0,156,156,400.91428571427485
2018-03-18,34,34,0,34,0,12,12,27.757142857146277
2018-03-19,269,269,0,260,9,152,105,256.5399999999869
2018-03-20,288,288,0,288,0,168,168,466.8714285714074
2018-03-21,287,261,26,261,0,142,130,323.6157142857067
2018-03-22,288,283,5,283,0,163,163,741.6071428571356
2018-03-23,252,252,0,252,0,156,156,668.507142857139
2018-03-25,29,29,0,29,0,12,12,39.09285714285318
2018-03-26,246,246,0,246,0,128,114,248.86857142855945
2018-03-27,287,287,0,287,0,167,150,395.2442857143055
2018-03-28,287,287,0,287,0,168,160,639.7357142857031
2018-03-29,270,270,0,270,0,168,168,364.03571428569137
2018-03-30,243,243,0,243,0,156,156,-10.414285714291793
2018-04-01,35,35,0,35,0,11,11,13.021428571428828
2018-04-02,281,276,5,276,0,167,162,272.43285714285435
2018-04-03,287,286,1,286,0,167,160,417.91428571428355
2018-04-04,282,282,0,282,0,162,150,477.81857142855273
2018-04-05,288,288,0,288,0,168,168,334.36428571427115
2018-04-06,249,248,1,248,0,152,133,483.4557142857079
2018-04-08,36,36,0,36,0,12,12,10.407142857140173
2018-04-09,251,251,0,251,0,131,104,169.1385714285687
2018-04-10,275,275,0,274,1,154,124,328.14428571427214
2018-04-11,287,287,0,287,0,168,168,458.4999999999738
2018-04-12,288,288,0,288,0,168,168,411.6214285713994
2018-04-13,241,241,0,241,0,145,132,226.9357142857089
2018-04-15,36,36,0,36,0,12,12,26.36428571428553
2018-04-16,277,277,0,277,0,168,167,254.50714285715748
2018-04-17,269,269,0,266,3,161,134,119.67285714285367
2018-04-18,287,287,0,287,0,168,168,174.07857142856784
2018-04-19,267,267,0,267,0,168,166,247.8085714285683
2018-04-20,249,249,0,249,0,156,156,254.6142857142783
2018-04-22,36,36,0,36,0,12,12,27.757142857142014
2018-04-23,288,288,0,288,0,168,168,307.5142857142765
2018-04-24,288,284,4,284,0,164,140,285.1871428571357
2018-04-25,272,271,1,271,0,151,135,257.5214285714111
2018-04-26,251,251,0,251,0,146,124,224.41285714286892
2018-04-27,195,192,3,192,0,100,90,182.56142857143374
2018-04-29,36,36,0,36,0,12,12,12.842857142854314
2018-04-30,280,280,0,280,0,168,167,293.6785714285506
2018-05-01,288,288,0,288,0,168,168,310.16428571428634
2018-05-02,283,282,1,270,12,162,129,256.71857142856425
2018-05-03,287,287,0,256,31,168,168,458.907142857133
2018-05-04,232,226,6,226,0,130,94,155.2285714285631
2018-05-06,26,26,0,26,0,12,12,0.6857142857114695
2018-05-07,248,243,5,216,27,120,81,86.69142857142589
2018-05-08,284,284,0,233,51,145,114,273.3928571428436
2018-05-09,288,288,0,230,58,168,168,329.70714285713143
2018-05-10,285,280,5,280,0,160,135,360.1428571428613
2018-05-11,252,252,0,252,0,156,145,201.36428571429548
2018-05-13,36,36,0,36,0,12,12,17.714285714281175
2018-05-14,282,282,0,282,0,168,168,233.32857142856653
2018-05-15,288,285,3,285,0,165,165,410.9785714285678
2018-05-16,275,275,0,270,5,157,118,231.81428571428313
2018-05-17,280,280,0,280,0,168,168,310.5857142857033
2018-05-18,249,249,0,249,0,153,140,224.17714285713686
2018-05-20,23,23,0,23,0,12,12,25.214285714288565
2018-05-21,288,288,0,288,0,168,168,224.12857142856382
2018-05-22,255,255,0,192,63,96,68,119.8614285714271
2018-05-23,288,288,0,252,36,168,168,670.3785714285586
2018-05-24,288,288,0,288,0,168,168,523.0428571428376
2018-05-25,237,237,0,237,0,156,132,298.6928571428578
2018-05-27,36,36,0,36,0,12,12,70.1785714285748
2018-05-28,257,257,0,257,0,147,114,145.6014285714275
2018-05-29,288,286,2,286,0,166,166,915.2428571428525
2018-05-30,276,276,0,276,0,156,141,412.4499999999955
2018-05-31,225,225,0,225,0,153,134,485.2471428571391
2018-06-01,245,245,0,245,0,156,156,411.25714285713997
2018-06-03,35,35,0,35,0,12,12,2.7571428571434353
2018-06-04,278,273,5,263,10,143,110,108.14428571427612
2018-06-05,274,274,0,274,0,159,130,219.16857142856685
2018-06-06,219,219,0,219,0,168,168,315.2499999999847
2018-06-07,243,243,0,243,0,143,130,337.00428571426215
2018-06-08,252,252,0,252,0,156,156,401.457142857123
2018-06-10,36,36,0,36,0,12,12,36.985714285712845
2018-06-11,282,282,0,282,0,168,168,140.49285714285702
2018-06-12,285,285,0,285,0,168,168,281.0785714285629
