date,breakouts,gate_pass,gate_block,ev_pass,ev_reject,fills,wins,pnl_pips
2018-01-01,9,8,1,0,0,0,0,0.0
2018-01-02,160,160,0,68,0,52,51,46.03000000000088
2018-01-03,122,122,0,122,0,2,1,-2.232857142856858
2018-01-04,122,122,0,122,0,2,2,0.792857142856974
2018-01-05,98,98,0,98,0,2,2,0.764285714286018
2018-01-07,24,24,0,24,0,0,0,0.0
2018-01-08,122,122,0,122,0,2,2,1.5857142857134363
2018-01-09,106,103,3,103,0,2,2,1.6857142857139138
2018-01-10,121,121,0,121,0,2,2,8.728571428571797
2018-01-11,122,122,0,122,0,2,2,4.607142857142833
2018-01-12,98,98,0,98,0,2,0,-8.07142857142884
2018-01-14,24,24,0,24,0,0,0,0.0
2018-01-15,122,122,0,122,0,2,2,3.164285714286109
2018-01-16,121,121,0,121,0,2,2,5.171428571428805
2018-01-17,121,121,0,121,0,2,1,-2.4442857142853427
2018-01-18,122,122,0,122,0,2,2,3.9714285714273387
2018-01-19,98,98,0,98,0,2,2,4.1642857142866205
2018-01-21,24,24,0,24,0,0,0,0.0
2018-01-22,119,119,0,119,0,2,2,2.207142857142742
2018-01-23,115,113,2,113,0,2,2,5.835714285713834
2018-01-24,122,122,0,122,0,2,2,6.414285714285995
2018-01-25,122,122,0,122,0,2,2,11.257142857143322
2018-01-26,97,97,0,97,0,2,1,-1.5642857142859725
2018-01-28,24,24,0,24,0,0,0,0.0
2018-01-29,122,122,0,122,0,2,2,6.850000000000534
2018-01-30,98,98,0,98,0,2,2,5.885714285714073
2018-01-31,114,114,0,114,0,2,1,-4.277142857142223
2018-02-01,122,122,0,122,0,2,2,4.614285714285927
2018-02-02,98,98,0,98,0,2,2,4.67142857142926
2018-02-04,24,24,0,24,0,0,0,0.0
2018-02-05,122,122,0,122,0,2,2,6.978571428571968
2018-02-06,122,122,0,122,0,2,1,-1.6399999999999295
2018-02-07,120,120,0,120,0,2,2,7.300000000001262
2018-02-08,122,122,0,122,0,2,1,-3.1085714285717927
2018-02-09,98,98,0,98,0,2,1,-3.7185714285707263
2018-02-11,24,24,0,24,0,0,0,0.0
2018-02-12,118,118,0,118,0,2,0,-9.737142857141578
2018-02-13,116,116,0,116,0,2,2,10.514285714285677
2018-02-14,122,122,0,122,0,2,2,5.364285714286666
2018-02-15,122,122,0,122,0,2,2,10.171428571428521
2018-02-16,98,98,0,98,0,2,2,6.8857142857145845
2018-02-18,24,24,0,24,0,0,0,0.0
2018-02-19,122,122,0,121,1,2,2,3.9071428571423326
2018-02-20,122,122,0,122,0,2,2,4.778571428572832
2018-02-21,110,110,0,110,0,2,2,5.157142857142617
2018-02-22,121,121,0,121,0,2,2,7.278571428571979
2018-02-23,98,98,0,98,0,2,2,4.835714285713323
2018-02-25,22,22,0,22,0,0,0,0.0
2018-02-26,119,119,0,119,0,2,1,-1.5928571428569285
2018-02-27,122,122,0,122,0,2,2,3.1499999999999204
2018-02-28,122,122,0,122,0,2,2,4.978571428570945
2018-03-01,122,122,0,122,0,2,1,-3.5371428571432375
2018-03-02,98,98,0,98,0,2,2,10.050000000000182
2018-03-04,24,24,0,24,0,0,0,0.0
2018-03-05,122,122,0,122,0,2,0,-11.234285714285818
2018-03-06,122,122,0,122,0,2,1,-3.815714285713966
2018-03-07,122,122,0,122,0,2,2,5.164285714285711
2018-03-08,122,122,0,122,0,2,0,-10.211428571428826
2018-03-09,98,98,0,98,0,2,2,2.6928571428560986
2018-03-11,24,24,0,24,0,0,0,0.0
2018-03-12,114,114,0,114,0,2,2,4.157142857143526
2018-03-13,117,117,0,117,0,2,2,10.11428571428661
2018-03-14,122,122,0,122,0,2,1,-4.337142857142794
2018-03-15,122,122,0,122,0,2,2,4.414285714284972
2018-03-16,55,55,0,55,0,2,2,6.9142857142855405
2018-03-18,22,22,0,22,0,0,0,0.0
2018-03-19,119,119,0,119,0,2,2,4.614285714285927
2018-03-20,122,122,0,122,0,2,2,7.10714285714198
2018-03-21,123,121,2,121,0,2,2,2.8071428571427646
2018-03-22,122,122,0,122,0,2,2,7.328571428572218
2018-03-23,98,98,0,98,0,2,2,8.621428571428225
2018-03-25,17,17,0,17,0,0,0,0.0
2018-03-26,120,120,0,120,0,2,1,-2.402857142858238
2018-03-27,122,122,0,122,0,2,2,4.150000000000432
2018-03-28,121,121,0,121,0,2,2,8.257142857143208
2018-03-29,104,104,0,104,0,2,2,5.057142857142139
2018-03-30,89,89,0,89,0,2,2,-1.3500000000002501
2018-04-01,24,24,0,24,0,0,0,0.0
2018-04-02,116,111,5,111,0,2,2,1.1642857142850858
2018-04-03,122,121,1,121,0,2,2,5.421428571428578
2018-04-04,122,122,0,122,0,2,2,7.642857142856997
2018-04-05,122,122,0,122,0,2,2,4.999999999998806
2018-04-06,98,98,0,98,0,2,2,8.685714285713232
2018-04-08,24,24,0,24,0,0,0,0.0
2018-04-09,122,122,0,122,0,2,1,-1.957142857141946
2018-04-10,122,122,0,122,0,2,2,7.214285714285552
2018-04-11,121,121,0,121,0,2,2,4.150000000000432
2018-04-12,122,122,0,122,0,2,2,3.5857142857144595
2018-04-13,98,98,0,98,0,2,2,2.9428571428572923
2018-04-15,24,24,0,24,0,0,0,0.0
2018-04-16,111,111,0,111,0,2,2,4.535714285714732
2018-04-17,107,107,0,107,0,2,1,-3.921428571428919
2018-04-18,121,121,0,121,0,2,2,1.7642857142865296
2018-04-19,101,101,0,101,0,2,1,-2.9385714285704125
2018-04-20,95,95,0,95,0,2,2,2.3642857142851312
2018-04-22,24,24,0,24,0,0,0,0.0
2018-04-23,122,122,0,122,0,2,2,4.1642857142851994
2018-04-24,122,122,0,122,0,2,2,3.542857142857315
2018-04-25,122,122,0,122,0,2,2,4.00714285714281
2018-04-26,107,107,0,107,0,2,1,0.5171428571449042
2018-04-27,94,94,0,94,0,2,1,-0.1571428571432989
2018-04-29,24,24,0,24,0,0,0,0.0
2018-04-30,114,114,0,114,0,2,2,2.1142857142853586
2018-05-01,122,122,0,122,0,2,2,1.5857142857148574
2018-05-02,122,122,0,122,0,2,2,3.6714285714287485
2018-05-03,121,121,0,121,0,2,2,4.835714285714744
2018-05-04,98,98,0,98,0,2,1,1.1485714285702784
2018-05-06,14,14,0,14,0,0,0,0.0
2018-05-07,119,119,0,119,0,2,2,2.5785714285722747
2018-05-08,118,118,0,118,0,2,2,4.19999999999925
2018-05-09,122,122,0,122,0,2,2,5.978571428571456
2018-05-10,122,122,0,122,0,2,2,8.450000000001069
2018-05-11,98,98,0,98,0,2,2,3.564285714286598
2018-05-13,24,24,0,24,0,0,0,0.0
2018-05-14,116,116,0,116,0,2,2,3.6214285714285097
2018-05-15,124,122,2,122,0,2,2,7.478571428571513
2018-05-16,120,120,0,120,0,2,2,5.078571428571422
2018-05-17,114,114,0,114,0,2,2,5.071428571428328
2018-05-18,98,98,0,98,0,2,2,3.07857142857182
2018-05-20,11,11,0,11,0,0,0,0.0
2018-05-21,122,122,0,122,0,2,2,2.2285714285720246
2018-05-22,121,121,0,121,0,2,2,5.235714285715233
2018-05-23,122,122,0,122,0,2,2,10.44999999999925
2018-05-24,122,122,0,122,0,2,2,7.014285714286018
2018-05-25,83,83,0,83,0,2,1,-4.188571428572118
2018-05-27,24,24,0,24,0,0,0,0.0
2018-05-28,112,112,0,112,0,2,2,3.949999999999477
2018-05-29,122,122,0,122,0,2,2,9.099999999999909
2018-05-30,122,122,0,122,0,2,2,9.864285714285415
2018-05-31,74,74,0,74,0,2,2,8.407142857142503
2018-06-01,91,91,0,91,0,2,2,7.949999999998681
2018-06-03,23,23,0,23,0,0,0,0.0
2018-06-04,122,122,0,122,0,2,1,-2.838571428569935
2018-06-05,117,117,0,117,0,2,2,4.792857142857599
2018-06-06,53,53,0,53,0,2,2,5.8428571428569285
2018-06-07,102,102,0,102,0,2,2,3.192857142857065
2018-06-08,98,98,0,98,0,2,2,6.628571428571718
2018-06-10,24,24,0,24,0,0,0,0.0
2018-06-11,116,116,0,116,0,2,2,2.7428571428577584
2018-06-12,119,119,0,119,0,2,2,4.300000000001148
2018-06-13,122,122,0,122,0,2,2,1.4928571428574742
2018-06-14,122,122,0,122,0,2,2,5.585714285715483
2018-06-15,98,98,0,98,0,2,2,7.828571428571763
2018-06-17,24,24,0,24,0,0,0,0.0
2018-06-18,122,122,0,122,0,2,1,-3.9457142857140184
2018-06-19,122,122,0,122,0,2,2,8.842857142858463
2018-06-20,122,122,0,122,0,2,1,-1.9357142857155054
2018-06-21,122,122,0,122,0,2,2,5.721428571428589
2018-06-22,98,98,0,98,0,2,2,4.328571428572104
2018-06-24,24,24,0,24,0,0,0,0.0
2018-06-25,122,122,0,122,0,2,2,3.942857142856383
2018-06-26,112,112,0,112,0,2,2,3.542857142857315
2018-06-27,122,122,0,122,0,2,2,7.307142857142935
2018-06-28,122,122,0,122,0,2,1,-0.40285714285863605
2018-06-29,98,98,0,98,0,2,2,3.6499999999994657
2018-07-01,21,21,0,21,0,0,0,0.0
2018-07-02,113,113,0,113,0,2,1,-3.5357142857131976
2018-07-03,122,122,0,122,0,2,2,5.392857142856201
2018-07-04,122,122,0,122,0,2,2,0.9785714285703193
2018-07-05,83,83,0,83,0,2,2,3.0714285714287257
2018-07-06,58,58,0,58,0,2,1,-1.2942857142841149
2018-07-08,24,24,0,24,0,0,0,0.0
2018-07-09,122,122,0,122,0,2,1,-4.507142857144174
2018-07-10,122,122,0,122,0,2,2,1.7928571428574855
2018-07-11,122,122,0,122,0,2,1,-2.9871428571420324
2018-07-12,122,122,0,122,0,2,2,4.7428571428573605
2018-07-13,98,98,0,98,0,2,1,-2.7971428571428305
2018-07-15,24,24,0,24,0,0,0,0.0
2018-07-16,121,121,0,120,1,2,1,-1.4871428571419756
2018-07-17,97,97,0,97,0,2,1,-1.5757142857135022
2018-07-18,122,122,0,114,8,2,1,-5.005714285715101
2018-07-19,122,122,0,122,0,2,2,4.785714285714505
2018-07-20,98,98,0,98,0,2,2,7.971428571429385
2018-07-22,24,24,0,24,0,0,0,0.0
2018-07-23,122,122,0,122,0,2,2,4.492857142856167
2018-07-24,122,122,0,122,0,2,2,5.2642857142861885
2018-07-25,117,117,0,117,0,2,1,-3.2728571428572764
2018-07-26,122,122,0,122,0,2,1,-4.7028571428564305
