date,breakouts,gate_pass,gate_block,ev_pass,ev_reject,fills,wins,pnl_pips
2018-01-01,9,8,1,0,0,0,0,0.0
2018-01-02,272,272,0,181,0,164,163,311.41428571427525
2018-01-03,277,277,0,268,9,148,119,208.10285714285044
2018-01-04,288,288,0,288,0,168,168,307.9285714285433
2018-01-05,264,264,0,264,0,168,168,308.43428571427864
2018-01-07,24,24,0,24,0,0,0,0.0
2018-01-08,265,265,0,265,0,145,118,184.96285714283118
2018-01-09,272,269,3,269,0,168,167,462.0428571428505
2018-01-10,287,284,3,284,0,165,165,790.1314285714241
2018-01-11,280,280,0,280,0,160,139,478.2457142857382
2018-01-12,250,250,0,250,0,154,130,565.9657142857001
2018-01-14,24,24,0,24,0,0,0,0.0
2018-01-15,288,288,0,288,0,168,168,438.18000000000126
2018-01-16,279,279,0,279,0,160,126,435.5171428571225
2018-01-17,254,254,0,250,4,131,113,455.81999999999425
2018-01-18,286,286,0,286,0,166,143,610.0857142856813
2018-01-19,264,264,0,264,0,168,168,575.7000000000044
2018-01-21,24,24,0,24,0,0,0,0.0
2018-01-22,284,284,0,284,0,167,157,401.02857142856436
2018-01-23,281,279,2,279,0,168,153,582.0457142857151
2018-01-24,288,285,3,285,0,165,165,939.1457142857234
2018-01-25,288,288,0,288,0,168,139,1004.4742857142755
2018-01-26,255,255,0,255,0,160,154,1186.0114285714194
2018-01-28,24,24,0,24,0,0,0,0.0
2018-01-29,253,253,0,253,0,133,118,447.402857142842
2018-01-30,264,264,0,264,0,168,157,725.7085714285527
2018-01-31,263,262,1,262,0,150,116,665.9028571428394
2018-02-01,288,288,0,288,0,168,167,767.9742857142671
2018-02-02,264,264,0,264,0,168,168,847.9885714285824
2018-02-04,24,24,0,24,0,0,0,0.0
2018-02-05,279,270,9,270,0,150,135,728.8371428571578
2018-02-06,242,242,0,230,12,122,86,562.85142857145
2018-02-07,255,255,0,219,36,130,95,459.4799999999893
2018-02-08,281,281,0,90,191,66,66,633.7800000000016
