date,breakouts,gate_pass,gate_block,ev_pass,ev_reject,fills,wins,pnl_pips
2018-01-01,9,8,1,0,0,0,0,0.0
2018-01-02,272,272,0,180,0,164,163,218.29428571428053
2018-01-03,277,277,0,266,11,146,122,144.29428571427962
2018-01-04,288,288,0,288,0,168,168,214.6071428571247
2018-01-05,264,264,0,264,0,168,168,215.02857142855447
2018-01-07,24,24,0,24,0,0,0,0.0
2018-01-08,265,265,0,265,0,145,126,128.68571428568742
2018-01-09,272,269,3,269,0,168,168,344.5357142857091
2018-01-10,287,284,3,284,0,165,165,617.1928571428389
2018-01-11,280,280,0,280,0,160,146,371.4228571428521
2018-01-12,250,250,0,250,0,154,132,438.51857142855977
2018-01-14,24,24,0,24,0,0,0,0.0
2018-01-15,288,288,0,288,0,168,168,323.14999999999543
2018-01-16,279,279,0,279,0,160,134,337.6785714285532
2018-01-17,254,254,0,246,8,127,109,335.9171428571372
2018-01-18,286,286,0,286,0,166,147,476.0328571428431
2018-01-19,264,264,0,264,0,168,168,437.74999999999835
2018-01-21,24,24,0,24,0,0,0,0.0
2018-01-22,284,284,0,284,0,167,161,298.07285714285
2018-01-23,281,279,2,279,0,168,156,446.9514285714155
2018-01-24,288,285,3,285,0,165,165,741.3714285714335
2018-01-25,288,288,0,288,0,168,146,840.5000000000034
2018-01-26,255,255,0,255,0,160,154,944.6528571428455
2018-01-28,24,24,0,24,0,0,0,0.0
2018-01-29,253,253,0,253,0,133,120,344.62999999998516
2018-01-30,264,264,0,264,0,168,159,571.0999999999985
2018-01-31,263,262,1,262,0,150,125,533.654285714276
2018-02-01,288,288,0,288,0,168,168,599.2571428571323
2018-02-02,264,264,0,264,0,168,168,664.6571428571459
2018-02-04,24,24,0,24,0,0,0,0.0
2018-02-05,279,270,9,270,0,150,138,569.9642857142961
2018-02-06,242,242,0,215,27,119,87,443.2042857142932
2018-02-07,255,255,0,181,74,130,98,354.447142857137
2018-02-08,281,281,0,90,191,66,66,511.64999999999736
2018-02-09,233,233,0,233,0,137,101,548.5928571428531
2018-02-11,24,24,0,24,0,0,0,0.0
2018-02-12,144,144,0,85,59,9,2,-11.032857142855335
2018-02-13,282,282,0,195,87,168,168,628.1928571428252
2018-02-14,288,284,4,284,0,164,162,802.3642857142818
2018-02-15,283,283,0,283,0,163,159,766.2785714285693
2018-02-16,248,248,0,248,0,152,124,394.0671428571406
2018-02-18,24,24,0,24,0,0,0,0.0
2018-02-19,288,288,0,288,0,168,168,225.0571428571348
2018-02-20,288,287,1,287,0,167,167,448.1214285714316
2018-02-21,276,276,0,276,0,168,168,630.8357142857096
2018-02-22,287,287,0,287,0,168,168,601.8214285714193
2018-02-23,229,229,0,169,60,73,36,26.91857142857259
2018-02-25,22,22,0,0,22,0,0,0.0
2018-02-26,229,229,0,0,229,0,0,0.0
2018-02-27,282,282,0,117,165,93,93,386.2071428571298
2018-02-28,288,288,0,288,0,168,164,480.24999999997675
2018-03-01,251,251,0,251,0,131,109,516.0457142857098
2018-03-02,264,264,0,264,0,168,168,748.1357142857162
2018-03-04,24,24,0,24,0,0,0,0.0
2018-03-05,260,260,0,260,0,140,124,275.9199999999879
2018-03-06,277,276,1,264,12,150,112,340.6957142856939
2018-03-07,288,288,0,269,19,168,161,536.2442857142753
2018-03-08,227,226,1,205,21,85,58,37.30142857142624
2018-03-09,264,264,0,264,0,168,168,398.5428571428315
2018-03-11,36,36,0,36,0,12,12,23.578571428571138
2018-03-12,280,280,0,280,0,168,168,320.31428571429785
2018-03-13,283,273,10,273,0,158,158,499.6428571428467
2018-03-14,284,284,0,284,0,164,149,419.1842857142902
2018-03-15,281,281,0,281,0,161,135,432.06999999998317
2018-03-16,209,209,0,209,0,156,156,400.91428571427485
2018-03-18,34,34,0,34,0,12,12,27.757142857146277
2018-03-19,269,269,0,248,21,152,107,272.91857142855775
2018-03-20,288,288,0,279,9,168,168,466.8714285714074
2018-03-21,287,261,26,261,0,142,131,329.9357142857076
2018-03-22,288,283,5,283,0,163,163,741.6071428571356
2018-03-23,252,252,0,252,0,156,156,668.507142857139
2018-03-25,29,29,0,29,0,12,12,39.09285714285318
2018-03-26,246,246,0,246,0,128,115,256.01999999999236
2018-03-27,287,287,0,287,0,167,150,393.2028571428759
2018-03-28,287,287,0,287,0,168,160,638.1928571428459
2018-03-29,270,270,0,270,0,168,168,364.03571428569137
2018-03-30,243,243,0,243,0,156,156,-10.414285714291793
2018-04-01,35,35,0,35,0,11,11,13.021428571428828
2018-04-02,281,276,5,276,0,167,162,280.44714285714036
2018-04-03,287,286,1,286,0,167,160,422.3571428571404
2018-04-04,282,282,0,282,0,162,150,474.11285714283764
2018-04-05,288,288,0,288,0,168,168,334.36428571427115
2018-04-06,249,248,1,248,0,152,133,493.4557142857088
2018-04-08,36,36,0,36,0,12,12,10.407142857140173
2018-04-09,251,251,0,251,0,131,104,163.53714285713892
2018-04-10,275,275,0,261,14,141,117,315.66571428569716
2018-04-11,287,287,0,287,0,168,168,458.4999999999738
2018-04-12,288,288,0,288,0,168,168,411.6214285713994
2018-04-13,241,241,0,241,0,145,132,223.84999999999167
2018-04-15,36,36,0,36,0,12,12,26.36428571428553
2018-04-16,277,277,0,277,0,168,167,254.50714285715748
2018-04-17,269,269,0,252,17,147,123,105.33428571428516
2018-04-18,287,287,0,287,0,168,168,174.07857142856784
2018-04-19,267,267,0,267,0,168,166,247.13999999999743
2018-04-20,249,249,0,249,0,156,156,254.6142857142783
2018-04-22,36,36,0,36,0,12,12,27.757142857142014
2018-04-23,288,288,0,288,0,168,168,307.5142857142765
2018-04-24,288,284,4,284,0,164,140,282.6114285714212
