cost_pips,ev_lcb,exit,or_atr_ratio,pnl_pips,rv_band,side,sl_pips,spread_band,stage,tp_pips,ts
0.5,,tp,,1.1828571428566192,,BUY,1.7885714285714422,,trade,2.6828571428571633,2018-01-02 02:30:00
0.5,,tp,,1.1228571428574696,,BUY,1.7485714285714136,,trade,2.62285714285712,2018-01-02 02:35:00
0.5,,tp,,0.9171428571434603,,BUY,1.6114285714285512,,trade,2.4171428571428266,2018-01-02 02:40:00
0.5,,tp,,1.0028571428563282,,BUY,1.6685714285713567,,trade,2.5028571428570348,2018-01-02 02:45:00
0.5,,tp,,1.0542857142851858,,BUY,1.7028571428570722,,trade,2.554285714285608,2018-01-02 02:50:00
0.5,,tp,,0.9085714285717472,,BUY,1.6057142857142386,,trade,2.4085714285713578,2018-01-02 02:55:00
0.5,,tp,,0.8828571428566079,,BUY,1.5885714285714618,,trade,2.3828571428571923,2018-01-02 03:00:00
0.5,,tp,,1.0028571428577493,,BUY,1.6685714285714377,,trade,2.5028571428571564,2018-01-02 03:05:00
0.5,,close,,0.7999999999995566,,BUY,1.6971428571428402,,trade,2.54571428571426,2018-01-02 03:10:00
0.5,,close,,-0.9000000000000341,,BUY,1.6514285714284989,,trade,2.477142857142748,2018-01-02 03:15:00
0.5,,close,,0.0,,BUY,1.6857142857142955,,trade,2.528571428571443,2018-01-02 03:20:00
0.5,,close,,-0.49999999999954525,,BUY,1.657142857142893,,trade,2.485714285714339,2018-01-02 03:25:00
0.5,,close,,-1.3999999999995794,,BUY,1.628571428571409,,trade,2.4428571428571133,2018-01-02 03:30:00
0.5,,close,,-0.10000000000047748,,BUY,1.6342857142857221,,trade,2.451428571428583,2018-01-02 03:35:00
0.5,,close,,-1.2000000000000455,,BUY,1.6228571428570964,,trade,2.4342857142856444,2018-01-02 03:40:00
0.5,-0.038611928855067146,,,,,BUY,1.5771428571428356,,ev_reject,2.3657142857142532,2018-01-02 03:45:00
0.5,-0.05198549613464687,,,,,BUY,1.5314285714284943,,ev_reject,2.2971428571427412,2018-01-02 03:50:00
0.5,-0.057000583864483256,,,,,BUY,1.5142857142856365,,ev_reject,2.2714285714284546,2018-01-02 03:55:00
0.5,-0.08541941433354883,,,,,BUY,1.4171428571428029,,ev_reject,2.125714285714204,2018-01-02 04:00:00
0.5,-0.09377789388326851,,,,,BUY,1.3885714285714,,ev_reject,2.0828571428570997,2018-01-02 04:05:00
0.5,-0.09210619797333885,,,,,BUY,1.394285714285632,,ev_reject,2.0914285714284477,2018-01-02 04:10:00
0.5,-0.13222689981203073,,,,,BUY,1.2571428571427696,,ev_reject,1.8857142857141542,2018-01-02 04:15:00
0.5,-0.1472721630015401,,,,,BUY,1.205714285714196,,ev_reject,1.808571428571294,2018-01-02 04:20:00
0.5,-0.1573023384612131,,,,,BUY,1.1714285714284804,,ev_reject,1.7571428571427206,2018-01-02 04:25:00
0.5,-0.1623174261910496,,,,,BUY,1.1542857142856227,,ev_reject,1.7314285714284339,2018-01-02 04:30:00
0.5,-0.16566081801095633,,,,,BUY,1.1428571428569967,,ev_reject,1.714285714285495,2018-01-02 04:35:00
0.5,-0.167332513920886,,,,,BUY,1.1371428571427649,,ev_reject,1.7057142857141472,2018-01-02 04:40:00
0.5,-0.20076643211978812,,,,,BUY,1.0228571428570734,,ev_reject,1.53428571428561,2018-01-02 04:45:00
0.5,-0.2158116953092976,,,,,BUY,0.9714285714285,,ev_reject,1.4571428571427498,2018-01-02 04:50:00
0.5,-0.19240795257006849,,,,,BUY,1.051428571428476,,ev_reject,1.5771428571427137,2018-01-02 04:55:00
0.5,-0.19240795257004462,,,,,BUY,1.0514285714285572,,ev_reject,1.5771428571428359,2018-01-02 05:00:00
0.5,-0.19407964847999815,,,,,BUY,1.0457142857142443,,ev_reject,1.568571428571366,2018-01-02 05:05:00
0.5,-0.17569099347060568,,,,,BUY,1.1085714285713624,,ev_reject,1.6628571428570433,2018-01-02 05:10:00
0.5,-0.1573023384612131,,,,,BUY,1.1714285714284804,,ev_reject,1.7571428571427206,2018-01-02 05:15:00
0.5,-0.167332513920886,,,,,BUY,1.1371428571427649,,ev_reject,1.7057142857141472,2018-01-02 05:20:00
0.5,-0.1773626893805591,,,,,BUY,1.1028571428570493,,ev_reject,1.6542857142855738,2018-01-02 05:25:00
0.5,-0.17234760165069873,,,,,BUY,1.1199999999999883,,ev_reject,1.6799999999999826,2018-01-02 05:30:00
0.5,-0.18237777711034797,,,,,BUY,1.085714285714354,,ev_reject,1.628571428571531,2018-01-02 05:35:00
0.5,-0.1840494730203014,,,,,BUY,1.080000000000041,,ev_reject,1.6200000000000614,2018-01-02 05:40:00
0.5,-0.16566081801088517,,,,,BUY,1.1428571428572403,,ev_reject,1.7142857142858603,2018-01-02 05:45:00
0.5,-0.1690042098307919,,,,,BUY,1.1314285714286143,,ev_reject,1.6971428571429215,2018-01-02 05:50:00
0.5,-0.1088231570727779,,,,,BUY,1.3371428571428265,,ev_reject,2.0057142857142396,2018-01-02 05:55:00
0.5,-0.06535906341420283,,,,,BUY,1.485714285714234,,ev_reject,2.228571428571351,2018-01-02 06:00:00
,,,,,,,,,no_breakout,,2018-01-02 06:05:00
,,,,,,,,,no_breakout,,2018-01-02 06:10:00
0.5,-0.06201567159431998,,,,,BUY,1.4971428571427787,,ev_reject,2.245714285714168,2018-01-02 06:15:00
0.5,-0.06870245523410978,,,,,BUY,1.4742857142856078,,ev_reject,2.2114285714284114,2018-01-02 06:20:00
0.5,-0.08040432660373609,,,,,BUY,1.4342857142855792,,ev_reject,2.1514285714283687,2018-01-02 06:25:00
0.5,-0.08040432660373609,,,,,BUY,1.4342857142855792,,ev_reject,2.1514285714283687,2018-01-02 06:30:00
0.5,-0.07037415114408696,,,,,BUY,1.4685714285712135,,ev_reject,2.20285714285682,2018-01-02 06:35:00
0.5,-0.06034397568443772,,,,,BUY,1.502857142856848,,ev_reject,2.2542857142852717,2018-01-02 06:40:00
0.5,-0.046970408404905406,,,,,BUY,1.548571428571027,,ev_reject,2.3228571428565403,2018-01-02 06:45:00
0.5,-0.025238361575629864,,,,,BUY,1.6228571428566902,,ev_reject,2.434285714285035,2018-01-02 06:50:00
0.5,-0.021894969755746896,,,,,BUY,1.634285714285235,,ev_reject,2.451428571427852,2018-01-02 06:55:00
0.5,,sl,,-2.5485714285721883,,BUY,1.748571428571008,,trade,2.6228571428565117,2018-01-02 07:00:00
,,,,,,,,,no_breakout,,2018-01-02 07:05:00
,,,,,,,,,no_breakout,,2018-01-02 07:10:00
,,,,,,,,,no_breakout,,2018-01-02 07:15:00
,,,,,,,,,no_breakout,,2018-01-02 07:20:00
,,,,,,,,,no_breakout,,2018-01-02 07:25:00
,,,,,,,,,no_breakout,,2018-01-02 07:30:00
,,,,,,,,,no_breakout,,2018-01-02 07:35:00
0.5,,sl,,-3.262857142857456,,BUY,2.0628571428571667,,trade,3.0942857142857503,2018-01-02 07:40:00
,,,,,,,,,no_breakout,,2018-01-02 07:45:00
,,,,,,,,,no_breakout,,2018-01-02 07:50:00
,,,,,,,,,no_breakout,,2018-01-02 07:55:00
,,,,,,,,,no_breakout,,2018-01-02 08:00:00
,,,,,,,,,no_breakout,,2018-01-02 08:05:00
,,,,,,,,,no_breakout,,2018-01-02 08:10:00
,,,,,,,,,no_breakout,,2018-01-02 08:15:00
0.5,-0.05744619388179184,,,,,SELL,2.2057142857144236,,ev_reject,3.308571428571635,2018-01-02 08:20:00
0.5,-0.015025233191716447,,,,,SELL,2.4171428571429487,,ev_reject,3.625714285714423,2018-01-02 08:25:00
0.5,,tp,,2.6485714285712447,,SELL,2.7657142857143366,,trade,4.148571428571504,2018-01-02 08:30:00
0.5,,tp,,2.7942857142861044,,SELL,2.8628571428571705,,trade,4.294285714285755,2018-01-02 08:35:00
0.5,,tp,,2.8028571428563964,,SELL,2.868571428571402,,trade,4.3028571428571025,2018-01-02 08:40:00
0.5,,tp,,2.8199999999998226,,SELL,2.8800000000000283,,trade,4.320000000000042,2018-01-02 08:45:00
0.5,,tp,,2.4685714285709537,,SELL,2.645714285714332,,trade,3.9685714285714973,2018-01-02 08:50:00
0.5,,tp,,2.5199999999998113,,SELL,2.6800000000000477,,trade,4.020000000000071,2018-01-02 08:55:00
0.5,,tp,,2.665714285714671,,SELL,2.7771428571428816,,trade,4.165714285714322,2018-01-02 09:00:00
0.5,,tp,,2.837142857143249,,SELL,2.891428571428573,,trade,4.337142857142859,2018-01-02 09:05:00
0.5,,tp,,2.854285714285254,,SELL,2.9028571428571177,,trade,4.354285714285676,2018-01-02 09:10:00
0.5,,tp,,2.674285714286384,,SELL,2.7828571428571944,,trade,4.174285714285791,2018-01-02 09:15:00
0.5,,tp,,2.6057142857141002,,SELL,2.7371428571428527,,trade,4.105714285714279,2018-01-02 09:20:00
0.5,,tp,,2.511428571428098,,SELL,2.674285714285735,,trade,4.011428571428602,2018-01-02 09:25:00
0.5,,tp,,2.417142857143517,,SELL,2.6114285714286165,,trade,3.917142857142924,2018-01-02 09:30:00
0.5,,tp,,2.0914285714283665,,SELL,2.394285714285778,,trade,3.5914285714286667,2018-01-02 09:35:00
0.5,,tp,,1.6199999999997772,,SELL,2.0800000000000245,,trade,3.120000000000037,2018-01-02 09:40:00
0.5,,tp,,1.77428571428635,,SELL,2.1828571428571713,,trade,3.274285714285757,2018-01-02 09:45:00
0.5,,tp,,1.7057142857140661,,SELL,2.137142857142911,,trade,3.2057142857143663,2018-01-02 09:50:00
0.5,,tp,,1.7314285714292055,,SELL,2.154285714285769,,trade,3.231428571428653,2018-01-02 09:55:00
0.5,,tp,,1.8085714285717813,,SELL,2.2057142857143424,,trade,3.308571428571513,2018-01-02 10:00:00
0.5,,tp,,1.8342857142854996,,SELL,2.2228571428572814,,trade,3.334285714285922,2018-01-02 10:05:00
0.5,,tp,,1.7571428571429237,,SELL,2.171428571428789,,trade,3.2571428571431835,2018-01-02 10:10:00
0.5,,tp,,1.5428571428572013,,SELL,2.0285714285716137,,trade,3.0428571428574203,2018-01-02 10:15:00
0.5,,tp,,1.5771428571426327,,SELL,2.0514285714287843,,trade,3.0771428571431767,2018-01-02 10:20:00
0.5,,tp,,1.5000000000000568,,SELL,2.00000000000013,,trade,3.000000000000195,2018-01-02 10:25:00
0.5,,tp,,2.5457142857149506,,SELL,2.6971428571429863,,trade,4.045714285714479,2018-01-02 10:30:00
0.5,,tp,,2.7942857142861044,,SELL,2.8628571428572513,,trade,4.294285714285877,2018-01-02 10:35:00
0.5,,tp,,2.682857142856676,,SELL,2.7885714285715077,,trade,4.182857142857261,2018-01-02 10:40:00
0.5,,tp,,2.8028571428578175,,SELL,2.868571428571564,,trade,4.302857142857346,2018-01-02 10:45:00
0.5,,tp,,2.760000000000673,,SELL,2.840000000000162,,trade,4.260000000000242,2018-01-02 10:50:00
0.5,,tp,,2.5285714285715244,,SELL,2.685714285714442,,trade,4.028571428571662,2018-01-02 10:55:00
0.5,,tp,,2.4600000000006617,,SELL,2.6400000000001,,trade,3.96000000000015,2018-01-02 11:00:00
0.5,,tp,,2.3657142857146596,,SELL,2.5771428571429817,,trade,3.865714285714472,2018-01-02 11:05:00
0.5,,tp,,2.2628571428569444,,SELL,2.5085714285715506,,trade,3.7628571428573254,2018-01-02 11:10:00
0.5,,tp,,2.1942857142860817,,SELL,2.4628571428572092,,trade,3.6942857142858134,2018-01-02 11:15:00
0.5,,tp,,2.2199999999998,,SELL,2.479999999999986,,trade,3.7199999999999784,2018-01-02 11:20:00
0.5,,tp,,2.425714285713809,,SELL,2.617142857142848,,trade,3.9257142857142715,2018-01-02 11:25:00
0.5,,tp,,2.2542857142852313,,SELL,2.502857142857157,,trade,3.754285714285735,2018-01-02 11:30:00
0.5,,tp,,2.48571428571438,,SELL,2.657142857142877,,trade,3.985714285714315,2018-01-02 11:35:00
0.5,,tp,,1.4057142857140548,,SELL,1.9371428571428493,,trade,2.9057142857142737,2018-01-02 11:40:00
0.5,,tp,,1.2171428571434717,,SELL,1.8114285714286131,,trade,2.7171428571429193,2018-01-02 11:45:00
0.5,,tp,,1.2171428571434717,,SELL,1.8114285714286131,,trade,2.7171428571429193,2018-01-02 11:50:00
0.5,,tp,,1.1485714285711879,,SELL,1.7657142857142714,,trade,2.648571428571407,2018-01-02 11:55:00
0.5,,tp,,1.0885714285706172,,SELL,1.7257142857142431,,trade,2.5885714285713646,2018-01-02 12:00:00
0.5,,tp,,1.1485714285711879,,SELL,1.7657142857142714,,trade,2.648571428571407,2018-01-02 12:05:00
0.5,,tp,,1.3800000000003365,,SELL,1.9199999999999915,,trade,2.879999999999987,2018-01-02 12:10:00
0.5,,tp,,1.3885714285706285,,SELL,1.9257142857142235,,trade,2.888571428571335,2018-01-02 12:15:00
0.5,,tp,,1.345714285713484,,SELL,1.897142857142821,,trade,2.8457142857142315,2018-01-02 12:20:00
0.5,,tp,,1.24285714285719,,SELL,1.8285714285713899,,trade,2.7428571428570847,2018-01-02 12:25:00
0.5,,tp,,1.1399999999994748,,SELL,1.7599999999999587,,trade,2.639999999999938,2018-01-02 12:30:00
0.5,,tp,,1.0457142857148938,,SELL,1.6971428571428402,,trade,2.54571428571426,2018-01-02 12:35:00
0.5,,tp,,1.0800000000003251,,SELL,1.71999999999993,,trade,2.579999999999895,2018-01-02 12:40:00
0.5,,tp,,0.9257142857137524,,SELL,1.6171428571427833,,trade,2.4257142857141747,2018-01-02 12:45:00
0.5,,tp,,0.9599999999991837,,SELL,1.6399999999999542,,trade,2.459999999999931,2018-01-02 12:50:00
0.5,,tp,,0.891428571428321,,SELL,1.5942857142856124,,trade,2.3914285714284182,2018-01-02 12:55:00
0.5,,tp,,0.9085714285717472,,SELL,1.605714285714157,,trade,2.4085714285712356,2018-01-02 13:00:00
0.5,,tp,,1.0114285714280413,,SELL,1.6742857142855883,,trade,2.5114285714283824,2018-01-02 13:05:00
0.5,,tp,,1.0028571428563282,,SELL,1.6685714285713567,,trade,2.5028571428570348,2018-01-02 13:10:00
0.5,,tp,,0.9857142857143231,,SELL,1.657142857142812,,trade,2.485714285714218,2018-01-02 13:15:00
0.5,,tp,,0.8142857142857451,,SELL,1.54285714285712,,trade,2.31428571428568,2018-01-02 13:20:00
0.5,,tp,,0.8314285714277503,,SELL,1.5542857142856652,,trade,2.3314285714284977,2018-01-02 13:25:00
0.5,,tp,,1.0800000000003251,,SELL,1.7199999999998488,,trade,2.5799999999997727,2018-01-02 13:30:00
0.5,,tp,,1.3628571428569103,,SELL,1.9085714285712845,,trade,2.8628571428569263,2018-01-02 13:35:00
0.5,,tp,,1.5514285714289144,,SELL,2.034285714285602,,trade,3.051428571428403,2018-01-02 13:40:00
0.5,,tp,,1.9199999999997885,,SELL,2.2799999999999243,,trade,3.419999999999886,2018-01-02 13:45:00
0.5,,tp,,1.9714285714286461,,SELL,2.31428571428564,,trade,3.471428571428459,2018-01-02 13:50:00
0.5,,tp,,1.9971428571423644,,SELL,2.3314285714284977,,trade,3.497142857142746,2018-01-02 13:55:00
0.5,,tp,,2.2542857142852313,,SELL,2.502857142857075,,trade,3.7542857142856123,2018-01-02 14:00:00
0.5,,tp,,2.477142857142667,,SELL,2.6514285714285637,,trade,3.977142857142845,2018-01-02 14:05:00
0.5,,tp,,2.6314285714278185,,SELL,2.7542857142857105,,trade,4.1314285714285655,2018-01-02 14:10:00
0.5,,tp,,2.6485714285712447,,SELL,2.7657142857142554,,trade,4.148571428571382,2018-01-02 14:15:00
0.5,,tp,,2.7342857142855337,,SELL,2.8228571428571416,,trade,4.234285714285712,2018-01-02 14:20:00
0.5,,tp,,2.665714285714671,,SELL,2.7771428571428,,trade,4.165714285714199,2018-01-02 14:25:00
0.5,,tp,,2.7085714285718154,,SELL,2.805714285714284,,trade,4.2085714285714255,2018-01-02 14:30:00
0.5,,tp,,2.9914285714284006,,SELL,2.9942857142858013,,trade,4.491428571428702,2018-01-02 14:35:00
